,head,relation,tail,cos_sim_score
31,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi386,0.6921815019674485
32,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi173,0.7639799201528221
33,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi180,0.4871589415829741
34,Course1_W8-S2-L5_Features_and_Beam_Search_12-10,concept_vocab_index,vi1067,0.36877460872588413
35,Course1_W5-S1-L1_Opening_Comments_0-25,concept_vocab_index,vi43,0.9236465679888124
36,Course1_W5-S1-L1_Opening_Comments_0-25,concept_vocab_index,vi1231,-0.10233424222088773
37,Course1_W5-S1-L1_Opening_Comments_0-25,concept_vocab_index,vi17,-0.3040415463096168
38,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi877,0.6007206878505955
39,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi233,0.2602022694345851
40,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi957,0.6131358946192621
41,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1309,0.025943354596878063
42,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1231,-0.09577504115277126
43,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1238,0.9343434718589557
44,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi838,0.7027397616743976
45,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi17,-0.25066012851742964
46,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1299,0.12054056220392498
47,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi1001,0.6523581540754148
48,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi136,0.6860130333955851
49,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi180,0.4528541665988173
50,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi877,0.5817421650454329
51,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi55,0.8925801948673979
52,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1074,0.5064147500691675
53,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi74,0.7840535563640444
54,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi758,-0.06239864986384795
55,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1081,0.06237978466218129
56,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1231,0.008813878116376322
57,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi178,0.8143873966234674
58,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1333,0.6645870906584955
59,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1238,0.8243709694506695
60,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi388,0.05822768499715669
61,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1084,0.6968492459198241
62,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi43,0.9190541508397112
63,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi17,-0.09284804070999551
64,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1299,0.2932022197892644
65,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1001,0.8298771852534589
66,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi60,0.39554098963406636
67,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi136,0.7930284796410513
68,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi180,0.5339702195879189
69,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi253,0.24569392771929366
70,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi557,0.10552252688621006
71,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi99,0.028440312729934157
72,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi993,0.8359682047724232
73,Course2_W1-S1-L1_Course_Introduction_14-11,concept_vocab_index,vi1067,0.5539461359943105
74,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi55,0.713881404430744
75,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1309,-0.417739657724266
76,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1081,-0.17875661123978973
77,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1231,-0.1797785557810603
78,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1333,0.4967508091868647
79,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1084,0.6750286916109979
80,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi43,0.7730716454915916
81,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi17,-0.20280944987016075
82,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi1299,0.1313110253797445
83,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi173,0.5717648758455796
84,Course2_W2-S1-L1_Introduction_to_N-grams_8-41,concept_vocab_index,vi888,0.6221255424439414
85,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi957,0.8245952146478381
86,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1309,-0.5181375917303007
87,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1481,-0.0107325578161167
88,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi117,-0.4339582442813942
89,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1231,-0.1599228241314482
90,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1333,0.5809397399869992
91,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi388,-0.19675160290156202
92,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi838,0.632692730029634
93,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi43,0.6641480324095926
94,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi17,-0.2706837310015093
95,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi1299,0.19069924873094965
96,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi173,0.6746837661767698
97,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi136,0.6819012958211932
98,Course1_W7-S1-L9_Smoothing-Regularization_in_Log-linear_Models_15-12,concept_vocab_index,vi557,0.01942726257446599
99,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi877,0.5794460177787423
100,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi957,0.8270749174084618
101,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1309,-0.386265308480814
102,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1231,-0.22991796338417095
103,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1333,0.6206029201905826
104,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi632,0.7587735530386975
105,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1238,0.6955545930438141
106,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi43,0.7009390520249732
107,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi17,-0.22413766333472265
108,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1299,0.36917244235605395
109,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi1001,0.6195664170201648
110,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi173,0.6507195999573284
111,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi136,0.7414911758856869
112,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi180,0.4877783217937408
113,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi888,0.6552667620998511
114,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi877,0.33612434444824735
115,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1231,0.09552311867074
116,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1238,0.5822604302892233
117,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi388,0.2552544336266992
118,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi17,0.04631774054977649
119,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1261,0.24479251839570543
120,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi124,0.07835599595846482
121,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1019,-0.34340853848992925
122,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi1001,0.512381902327907
123,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi187,0.5240077637115257
124,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi33,0.7282961360783505
125,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi180,0.26028420185847334
126,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi557,0.17014096953452493
127,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi877,0.4414086154949853
128,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1449,-0.12213107977054591
129,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi659,-0.004450452081126186
130,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi266,0.7336610821565936
131,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1081,0.5999877064462215
132,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1231,-0.0877463449581123
133,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1027,-0.07024940155234012
134,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1333,0.8793756956444232
135,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi632,0.49875802522350504
136,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1238,0.5770085046743437
137,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1084,0.4300848190716764
138,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi43,0.6098596746541657
139,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi17,-0.2638255008250108
140,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1299,0.7172168740496053
141,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi1001,0.7533920659496998
142,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi136,0.7427448830483006
143,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi180,0.404693966079389
144,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi877,0.44280762602962653
145,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi55,0.7033868496433167
146,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1309,-0.040380936006272766
147,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi47,0.6640025668538984
148,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1081,0.2427010136806334
149,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1231,0.1096618966864908
150,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1027,-0.34922679000852186
151,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1333,0.6812210668452351
152,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi632,0.05218128179350917
153,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1238,0.5663322161736385
154,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi17,-0.34751702643674476
155,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi99,0.4928293642299724
156,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1299,0.40108846360333017
157,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi1001,0.7066351875506128
158,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi49,0.7421647327337404
159,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi180,0.3760319385739074
160,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi388,-0.04958408483369707
161,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi1231,0.04198037111444022
162,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi43,0.6132438063993779
163,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi1333,0.4720557824584997
164,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi17,0.01664551746732801
165,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi136,0.46158772726950587
166,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi557,-0.00013989926888707815
167,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,concept_vocab_index,vi1299,0.22245004857272185
168,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi55,0.7347745576599771
169,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi957,0.6411999655665327
170,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi47,0.7013769031118401
171,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1231,-0.08659215298624375
172,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1333,0.5376095250838047
173,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi43,0.7769771550414644
174,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi17,-0.4437600967077674
175,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1299,0.024519404866489826
176,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi136,0.6535980515822488
177,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1300,-0.1978380477597329
178,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi461,0.3165268426325327
179,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi47,0.5903343247595935
180,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi758,-0.12675361205002464
181,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1231,0.02936741269220228
182,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1027,-0.23048938517594714
183,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1333,0.9145159224420274
184,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi632,0.24912988810805
185,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1017,-0.15939539911668874
186,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi388,-0.41310682810350235
187,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi43,0.47388358767963934
188,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi17,-0.24917909951167974
189,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi99,0.07906051763790503
190,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1299,0.7422042130855804
191,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi49,0.8678226667171399
192,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi136,0.5861972062086812
193,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1176,0.5553319306941605
194,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi557,-0.2520854566805117
195,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1067,0.2950611739243441
196,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi877,0.6557416072903088
197,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi55,0.8315766353858087
198,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi957,0.734735217386973
199,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1326,0.8034791580934869
200,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1309,-0.19903229126805197
201,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1231,-0.17252246113388864
202,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1238,0.7465431079329922
203,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi43,0.8584497433556819
204,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi17,-0.3134150110807431
205,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1299,0.1786812580079151
206,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi1001,0.67029099607033
207,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi180,0.512125499408581
208,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,concept_vocab_index,vi99,0.030544760113120385
209,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi877,0.6247700047440867
210,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi912,0.7168708208627653
211,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1449,-0.19226012278085394
212,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi957,0.7866493613322726
213,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1309,-0.17786516950075068
214,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1026,0.7350459969529324
215,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi47,0.7721004216984757
216,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi117,-0.40891865014275125
217,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi758,-0.027597832743559703
218,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1081,-0.10131499437350872
219,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi305,-0.5733662821471454
220,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1231,-0.057608863639487855
221,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi632,0.11914813615465762
222,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1238,0.7593606104585627
223,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi388,-0.15510450849728094
224,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1084,0.6851331893738036
225,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi43,0.8315078058881853
226,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi17,-0.3667033277121067
227,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi573,0.8610311248260634
228,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1299,0.2162998572170078
229,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1001,0.8015465737430435
230,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi366,0.05779603890054104
231,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi180,0.6005650594218512
232,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi557,-0.009290795645579216
233,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1074,0.37840196691038414
234,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1309,-0.21493221439384924
235,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1231,-0.12340093180976296
236,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1333,0.644409022187419
237,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi43,0.8382741992065225
238,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi17,-0.06735901429701042
239,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi1299,0.40295621190455444
240,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi136,0.7653164452297145
241,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,concept_vocab_index,vi888,0.6524231213832127
242,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi1309,-0.3205131893735065
243,Course2_W2-S1-L8_Kneser-Ney_Smoothing_8-59,concept_vocab_index,vi1231,-0.025324464033833396
