,0
1177,constituency
1178,preposing
1179,prepositions
1180,presequences
1181,pretraining
1182,primitive_decomposition
1183,principle_contrast
1184,prior_probability
1185,prodrop_languages
1186,productions
1187,progressive_prompting
1188,projection_layer
1189,prolog
1190,prominence_phonetic
1191,prominent_word
1192,wh
1193,pronunciation_dictionary
1194,celex
1195,cmu
1196,propbank
1197,proper_noun
1198,propositional_meaning
1199,prosodic_phrasing
1200,prosody
1201,accented_syllables
1202,reduced_vowels
1203,protoagent
1204,protopatient
1205,pseudoword
1206,ptrans
1207,pullum_g_k
1208,punctuation_numbers
1209,crosslinguistically
1210,segmentation
1211,tokenization
1212,qualia_structure
1213,quantifier
1214,part_speech
1215,semantics
1216,quantization
1217,query
1218,ir
1219,question_factoid
1220,rise
1221,question_answering
1222,evaluation
1223,factoid_questions
1224,radio_rex
1225,range_regular_expression
1226,ranking
1227,rapid_reprompting
1228,rarefaction
1229,rdf
1230,rdf_triple
1231,re
1232,regular_expression
1233,read_speech
1234,reading_comprehension
1235,reason_coherence
1236,recall
1237,mt_evaluation
1238,ner
1239,reduced_vowels
1240,reduction_phonetic
1241,bound_pronouns
1242,cataphora
1243,definite
1244,generics
1245,reference_point
1246,referent
1247,accessing
1248,evoking
1249,referential_density
1250,reflexive
1251,register_re
1252,regression
1253,lasso
1254,ridge
1255,regular_expression
1256,substitutions
1257,regularization
1258,rejection
1259,conversation_act
1260,relatedness
1261,relation_extraction
1262,relative
1263,temporal_expression
1264,relative_entropy
1265,relative_frequency
1266,relative_pronoun
1267,release_stop
1268,relevance
1269,relexicalize
1270,relu
1271,reporting_events
1272,representation_learning
1273,representational_harm
1274,representational_harms
1275,rescore
1276,resolution_inference
1277,resolve
1278,resource_management
1279,response_generation
1280,restrictive_grammar
1281,restrictive_relative_clause
1282,retrieve_read
1283,retrofitting
1284,reverb
1285,reversives
1286,rewrite
1287,rhetorical_structure
1288,theory_see_rst
1289,rhyme_syllable
1290,riau_indonesian
1291,ridge_regression
1292,rime_syllable
1293,rms_amplitude
1294,rnnt
1295,rolefiller_extraction
1296,rosebud_sled_named
1297,rounded_vowels
1298,row_vector
1299,rst
1300,treebank
1301,contextfree
1302,contextfree_expansion
1303,contextfree_sample
1304,russian
1305,fusion_language
1306,verbframed
1307,s_start_symbol_cfg
1308,salience_discourse
1309,model
1310,sampling
1311,analog_waveform
1312,rate
1313,used_clustering
1314,satellite
1315,satelliteframed_language
1316,saturated
1317,schonfinkelization
1318,schwa
1319,scisor
1320,sclite
1321,sclite_package
1322,schankian
1323,scripts
1324,sdrt_segmented
1325,discourse_representation
1326,search_engine
1327,search_tree
1328,secondorder
1329,cooccurrence
1330,seed_pattern_ie
1331,seed_tuples
1332,segmentation
1333,sentence
1334,selectional_association
1335,selectional_preference
1336,strength
1337,selectional_preferences
1338,pseudowords
1339,evaluation
1340,selectional_restriction
1341,representing_events
1342,violations_wsd
1343,selfattention
1344,selfsupervision
1345,semantic_concordance
1346,semantic_drift_ie
1347,semantic_feature
1348,semantic_field
1349,semantic_frame
1350,semantic_grammars
1351,semantic_network
1352,word_sense
1353,disambiguation
1354,semantic_networks
1355,semantic_parsing
1356,semantic_relations_ie
1357,semantic_role
1358,semantic_role_labeling
1359,semantics
1360,lexical
1361,semivowel
1362,error_rate
1363,segmentation
1364,sentence_realization
1365,sentence_segmentation
1366,sentential_complements
1367,sentiment
1368,origin_term
1369,sentiment_analysis
1370,sentiment_lexicons
1371,sentiwordnet
1372,sequence_labeling
1373,sgns
1374,shakespeare
1375,ngram_approximations
1376,shallow_discourse_parsing
1377,shallow_parse
1378,shared_plans
1379,shiftreduce_parsing
1380,shrdlu
1381,sibilant_sound
1382,side_sequence
1383,sigmoid
1384,significance_test
1385,mapsswe_asr
1386,mcnemars
1387,similarity
1388,simple_questions
1389,simplified_lesk
1390,singleton
1391,singular
1392,skipgram
1393,slot_filling
1394,slots
1395,smoothing
1396,absolute_discounting
1397,addone
1398,discounting
1399,interpolation
1400,katz_backoff
1401,kneserney_discounting
1402,laplace
1403,linear_interpolation
1404,softmax
1405,sourcefilter_model
1406,sov_language
1407,spam_detection
1408,span
1409,spanish
1410,speaker_diarization
1411,speaker_identification
1412,speaker_recognition
1413,speaker_verification
1414,spectrogram
1415,spectrum
1416,speech
1417,telephone_bandwidth
1418,speech_acts
1419,speech_recognition
1420,speech_synthesis
1421,spelling_correction
1422,use_ngrams
1423,splithalf_reliability
1424,squad
1425,srilm
1426,srl
1427,stacked_rnns
1428,start_symbol
1429,state
1430,semantic_representation
1431,static_embeddings
1432,stationary_process
1433,stationary_stochastic
1434,statistical_significance
1435,mapsswe_asr
1436,mcnemars_test
1437,statistically_significant
1438,stative_expressions
1439,stem
1440,stemming
1441,stemming
1442,stop_consonant
1443,stop_list
1444,stop_words
1445,streaming
1446,lexical
1447,stride
1448,strong_equivalence
1449,grammars
1450,structural_ambiguity
1451,structured_polysemy
1452,stupid_backoff
1453,subcategorization
1454,tagsets
1455,subcategorization_frame
1456,subcategorize
1457,subdialogue
1458,subject_syntactic
1459,whquestions
1460,subjectivity
1461,substitutability
1462,substitution_tag
1463,substitution_operator
1464,regular_expressions
1465,subsumption
1466,subwords
1467,superordinate
1468,supersenses
1469,supertagging
1470,supervised_machine_learning
1471,singular_value_decomposition
1472,svd
1473,svo_language
1474,swedish_verbframed
1475,switchboard
1476,switchboard_corpus
1477,syllabification
1478,syllable
1479,coda
1480,rhyme
1481,rime
1482,synchronous_grammar
1483,synonyms
1484,synset
1485,syntactic_disambiguation
1486,syntactic_movement
1487,tac_kbp
1488,tacotron
1489,tacred_dataset
1490,tag
1491,taggit
1492,tagset
1493,penn_treebank
1494,table_penn_treebank
1495,tags
1496,tamil
1497,tanh
1498,tap_phonetic
1499,target
1500,target_embedding
1501,tay
1502,tbox
1503,teacher_forcing
1504,technai
1505,telephonebandwidth
1506,telephonebandwidth
1507,speech
1508,telic_eventualities
1509,template_filling
1510,template_recognition
1511,template_ie
1512,templatebased_generation
1513,temporal_adverb
1514,temporal_anchor
1515,temporal_expression
1516,temporal_logic
1517,temporal_normalization
1518,temporal_reasoning
1519,tense_logic
1520,term_frequency
1521,term_weight
1522,termdocument_matrix
1523,termterm_matrix
1524,terminal_symbol
1525,terminology
1526,description_logics
1527,test_set
1528,text_categorization
1529,bag_words_assumption
1530,naive_bayes_approach
1531,unknown_words
1532,text_normalization
1533,text_summarization
1534,texttospeech
1535,texttiling
1536,tfidf
1537,thematic_grid
1538,thematic_role
1539,diathesis_alternation
1540,theme_thematic_role
1541,thesaurus
1542,time_representation
1543,timealigned_transcription
1544,timebank
1545,timit
1546,tobi
1547,boundary_tones
1548,sentence_tokenization
1549,word_tokenization
1550,tokens_word
1551,topic_models
1552,toxicity_detection
1553,trace
1554,trachea
1555,training_oracle
1556,training_set
1557,crossvalidation
1558,transcription
1559,speech
1560,timealigned
1561,transduction_grammars
1562,transformations
1563,discourse_analysis
1564,project_tdap
1565,transformers
1566,transition_probability
1567,role_viterbi
1568,transitive_verbs
1569,translation_divergences
1570,trec
1571,tree_adjoining_grammar
1572,tag_adjunction
1573,tag_substitution
1574,treebank
1575,trigram
1576,truthconditional_semantics
1577,tts
1578,tune
1579,continuation_rise
1580,turing_test
1581,turk_mechanical
1582,turkish
1583,agglutinative
1584,partofspeech_tagging
1585,correction_ratio
1586,tydi_qa
1587,type_raising
1588,typed_dependency_structure
1589,typology
1590,linguistic
1591,ungrammatical_sentences
1592,unit_production
1593,unit_vector
1594,universal_dependencies
1595,universal_linguistic
1596,unix
1597,unk
1598,unknown_words
1599,tagging
1600,unvoiced_sound
1601,usercentered_design
1602,utterance
1603,vagueness
1604,value_sensitive_design
1605,vanishing_gradient
1606,vanishing_gradients
1607,existentially_quantified
1608,universally_quantified
1609,variables_fol
1610,vauquois_triangle
1611,vector
1612,vector_length
1613,vector_semantics
1614,vector_space
1615,vector_space_model
1616,vectors_semantics
